category,county,town,ad_id,date_of_lead,leads,package_type
rental,Dublin,Ballsbridge,22049312,2021-04-05,1,Standard
rental,Dublin,Dublin 8,23984136,2021-04-05,3,Standard
rental,Dublin,Dublin 8,23984136,2021-04-07,2,Standard
rental,Dublin,Dublin 8,23984136,2021-04-08,4,Standard
rental,Dublin,Dalkey,23388898,2021-04-09,1,Standard
rental,Dublin,Dublin 8,23984136,2021-04-09,2,Standard
rental,Dublin,Dublin 8,23984136,2021-04-10,2,Standard
rental,Dublin,Dublin 8,23984136,2021-04-11,1,Standard
rental,Dublin,Dublin 8,23984136,2021-04-12,7,Standard
rental,Dublin,Dalkey,23388898,2021-04-13,1,Standard
rental,Dublin,Dublin 8,23984136,2021-04-13,10,Standard
rental,Dublin,Ballsbridge,22049312,2021-04-15,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-15,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-19,2,Standard
rental,Dublin,Dalkey,23388898,2021-04-20,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-21,3,Standard
rental,Dublin,Ballsbridge,22049312,2021-04-22,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-22,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-24,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-25,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-26,1,Standard
rental,Dublin,Dalkey,23388898,2021-04-27,2,Standard
rental,Dublin,Ballsbridge,22049312,2021-04-28,2,Standard
rental,Dublin,Dalkey,23388898,2021-04-29,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-01,1,Standard
rental,Dublin,Ballsbridge,22049312,2021-05-04,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-04,2,Standard
rental,Dublin,Dalkey,23388898,2021-05-05,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-06,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-07,2,Standard
rental,Dublin,Dalkey,23388898,2021-05-08,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-10,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-11,3,Standard
rental,Dublin,Dalkey,23388898,2021-05-13,2,Standard
rental,Dublin,Dalkey,23388898,2021-05-17,3,Standard
rental,Dublin,Dalkey,23388898,2021-05-18,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-22,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-24,2,Standard
rental,Dublin,Dalkey,23388898,2021-05-27,3,Standard
rental,Dublin,Dalkey,23388898,2021-05-28,1,Standard
rental,Dublin,Dalkey,23388898,2021-05-31,2,Standard
rental,Dublin,Dalkey,23388898,2021-06-02,3,Standard
rental,Dublin,Dalkey,23388898,2021-06-07,1,Standard
rental,Dublin,Dalkey,23388898,2021-06-10,1,Standard
rental,Dublin,Dublin 8,25189314,2021-06-10,2,Standard
rental,Dublin,Dublin 8,25189314,2021-06-14,1,Standard
rental,Dublin,Carrickmines,25242892,2021-06-15,29,Standard
rental,Dublin,Carrickmines,25242892,2021-06-16,9,Standard
rental,Dublin,Dalkey,23388898,2021-06-16,3,Standard
rental,Dublin,Carrickmines,25242892,2021-06-17,14,Standard
rental,Dublin,Dalkey,23388898,2021-06-17,1,Standard
rental,Dublin,Carrickmines,25242892,2021-06-18,6,Standard
rental,Dublin,Dublin 8,25189314,2021-06-18,1,Standard
rental,Dublin,Carrickmines,25242892,2021-06-19,1,Standard
rental,Dublin,Dublin 8,25189314,2021-06-19,1,Standard
rental,Dublin,Carrickmines,25242892,2021-06-20,5,Standard
rental,Dublin,Dublin 8,25189314,2021-06-20,1,Standard
rental,Dublin,Carrickmines,25242892,2021-06-21,10,Standard
rental,Dublin,Dalkey,23388898,2021-06-21,2,Standard
rental,Dublin,Carrickmines,25242892,2021-06-22,5,Standard
rental,Dublin,Dalkey,23388898,2021-06-22,1,Standard
rental,Dublin,Carrickmines,25242892,2021-06-23,7,Standard
rental,Dublin,Carrickmines,25242892,2021-06-24,7,Standard
rental,Dublin,Dalkey,23388898,2021-06-24,1,Standard
rental,Dublin,Carrickmines,25242892,2021-06-25,8,Standard
rental,Dublin,Dalkey,23388898,2021-06-25,1,Standard
rental,Dublin,Dublin 8,25189314,2021-06-25,2,Standard
rental,Dublin,Carrickmines,25242892,2021-06-26,15,Standard
rental,Dublin,Carrickmines,25242892,2021-06-27,5,Standard
rental,Dublin,Carrickmines,25242892,2021-06-28,10,Standard
rental,Dublin,Carrickmines,25242892,2021-06-29,7,Standard
rental,Dublin,Carrickmines,25242892,2021-06-30,6,Standard
rental,Dublin,Dublin 8,25189314,2021-06-30,2,Standard
sale,Dublin,Foxrock,11398622,2017-12-08,3,Standard
sale,Dublin,Killiney,11472988,2017-12-08,2,Standard
sale,Dublin,Monkstown,11565127,2017-12-08,1,Standard
sale,Dublin,Malahide,11483809,2017-12-09,1,Standard
sale,Dublin,Ballsbridge,11573838,2017-12-10,1,Standard
sale,Dublin,Malahide,11483809,2017-12-10,1,Standard
sale,Dublin,Ballsbridge,11323447,2017-12-12,1,Standard
sale,Dublin,Dublin 2,11585775,2017-12-12,1,Standard
sale,Dublin,Foxrock,11478887,2017-12-12,1,Standard
sale,Dublin,Ballsbridge,11524981,2017-12-14,1,Standard
sale,Dublin,Cabinteely,11398552,2017-12-15,1,Standard
sale,Dublin,Hollystown,11517122,2017-12-15,1,Premium
sale,Dublin,Malahide,11545478,2017-12-15,1,Standard
sale,Dublin,Foxrock,11484742,2017-12-16,1,Standard
sale,Dublin,Monkstown,11433173,2017-12-16,2,Standard
sale,Dublin,Malahide,11483809,2017-12-18,1,Standard
sale,Dublin,Hollystown,11517122,2017-12-19,1,Premium
sale,Dublin,Glenageary,11546266,2017-12-21,1,Standard
sale,Dublin,Hollystown,11517122,2017-12-21,1,Premium
sale,Dublin,Rathgar,11577203,2017-12-21,1,Standard
sale,Dublin,Ballsbridge,11573838,2017-12-22,1,Standard
sale,Dublin,Ballsbridge,11524981,2017-12-23,1,Standard
sale,Dublin,Malahide,11545484,2017-12-24,1,Standard
sale,Dublin,Clonee,11414024,2017-12-26,2,Standard
sale,Dublin,Dublin 2,11585775,2017-12-26,1,Standard
sale,Dublin,Foxrock,11478887,2017-12-26,1,Standard
sale,Dublin,Foxrock,11398622,2017-12-26,1,Standard
sale,Dublin,Malahide,11545484,2017-12-26,1,Standard
sale,Dublin,Rathmichael,11478888,2017-12-26,1,Standard
sale,Dublin,Ballsbridge,11323447,2017-12-27,1,Standard
sale,Dublin,Ballsbridge,11573838,2017-12-30,1,Standard
sale,Dublin,Monkstown,11433173,2017-12-30,1,Standard
sale,Dublin,Clonee,11444720,2017-12-31,1,Standard
sale,Dublin,Clonee,11414024,2017-12-31,1,Standard
sale,Wicklow,Delgany,11439582,2017-12-31,1,Standard
sale,Dublin,Foxrock,11398553,2018-01-02,1,Standard
sale,Wicklow,Delgany,11439582,2018-01-02,1,Standard
sale,Dublin,Rathmichael,11478888,2018-01-03,1,Standard
sale,Wicklow,Delgany,11439582,2018-01-03,1,Standard
sale,Dublin,Rathfarnham,11536106,2018-01-04,1,Premium
sale,Dublin,Rathmichael,11478888,2018-01-04,1,Standard
sale,Wicklow,Delgany,11439582,2018-01-04,1,Standard
sale,Dublin,Ballsbridge,11573838,2018-01-05,1,Standard
sale,Dublin,Dublin 2,11585775,2018-01-05,2,Standard
sale,Dublin,Dublin 2,11585775,2018-01-06,1,Standard
sale,Dublin,Malahide,11483809,2018-01-06,1,Standard
sale,Wicklow,Delgany,11439582,2018-01-06,1,Standard
sale,Wicklow,Brittas Bay,11315513,2018-01-07,1,Standard
sale,Dublin,Clonee,11444720,2018-01-08,1,Standard
sale,Dublin,Clonee,11414024,2018-01-09,1,Standard
sale,Dublin,Dublin 2,11585775,2018-01-09,3,Standard
sale,Dublin,Foxrock,11484742,2018-01-09,1,Standard
sale,Dublin,Malahide,11545478,2018-01-10,1,Standard
sale,Dublin,Cabinteely,11398552,2018-01-11,1,Standard
sale,Dublin,Clonee,11414024,2018-01-11,1,Standard
sale,Dublin,Shankill,11343292,2018-01-11,1,Standard
sale,Wicklow,Delgany,11439582,2018-01-11,2,Standard
sale,Dublin,Ballsbridge,11573838,2018-01-12,2,Standard
sale,Dublin,Glenageary,11546266,2018-01-12,1,Standard
sale,Dublin,Killiney,11472988,2018-01-12,1,Standard
sale,Dublin,Malahide,11545478,2018-01-12,1,Standard
sale,Wicklow,Delgany,11439582,2018-01-12,1,Standard
sale,Dublin,Ballsbridge,11524981,2018-01-13,1,Standard
sale,Dublin,Clonee,11414024,2018-01-13,1,Standard
sale,Dublin,Hollystown,11517122,2018-01-13,1,Premium
sale,Dublin,Rathfarnham,11536106,2018-01-13,1,Premium
sale,Dublin,Rathgar,11577203,2018-01-13,2,Standard
sale,Dublin,Ballsbridge,11573838,2018-01-14,1,Standard
sale,Dublin,Malahide,11627236,2018-01-14,1,Standard
sale,Dublin,Shankill,11343292,2018-01-14,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-01-15,1,Standard
sale,Dublin,Malahide,11627236,2018-01-16,1,Standard
sale,Dublin,Monkstown,11433173,2018-01-16,1,Standard
sale,Dublin,Malahide,11627236,2018-01-17,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-01-17,1,Standard
sale,Dublin,Clonee,11414024,2018-01-18,1,Standard
sale,Dublin,Hollystown,11517122,2018-01-18,1,Premium
sale,Dublin,Glenageary,11546266,2018-01-19,1,Standard
sale,Dublin,Ballsbridge,11627988,2018-01-20,1,Standard
sale,Dublin,Dublin 2,11627980,2018-01-20,1,Standard
sale,Dublin,Malahide,11627236,2018-01-20,1,Standard
sale,Dublin,Ballsbridge,11627989,2018-01-21,2,Standard
sale,Dublin,Ballsbridge,11627989,2018-01-22,1,Standard
sale,Dublin,Killiney,11472988,2018-01-22,1,Standard
sale,Dublin,Glenageary,11546266,2018-01-24,1,Standard
sale,Dublin,Hollystown,11517122,2018-01-25,2,Premium
sale,Dublin,Ballsbridge,11627988,2018-01-26,1,Standard
sale,Dublin,Malahide,11627236,2018-01-26,1,Standard
sale,Dublin,Clonee,11414024,2018-01-27,3,Standard
sale,Dublin,Glenageary,11546266,2018-01-27,1,Standard
sale,Dublin,Dublin 2,11627980,2018-01-28,1,Standard
sale,Dublin,Malahide,11483809,2018-01-28,1,Standard
sale,Dublin,Monkstown,11433173,2018-01-28,1,Standard
sale,Dublin,Rathmichael,11478888,2018-01-29,1,Standard
sale,Dublin,Sandycove,11633492,2018-01-30,1,Standard
sale,Dublin,Dublin 2,11627980,2018-01-31,1,Standard
sale,Dublin,Monkstown,11433173,2018-01-31,1,Standard
sale,Dublin,Hollystown,11517122,2018-02-01,1,Premium
sale,Dublin,Hollystown,11517122,2018-02-02,1,Premium
sale,Meath,Clonee,11445097,2018-02-02,1,Standard
sale,Wicklow,Delgany,11627985,2018-02-02,1,Standard
sale,Dublin,Hollystown,11517122,2018-02-03,1,Premium
sale,Wicklow,Delgany,11627985,2018-02-03,2,Standard
sale,Dublin,Dublin 2,11627980,2018-02-04,1,Standard
sale,Dublin,Killiney,11472988,2018-02-04,1,Standard
sale,Wicklow,Delgany,11627985,2018-02-04,1,Standard
sale,Dublin,Carrickmines,11642058,2018-02-05,1,Standard
sale,Dublin,Dublin 2,11627980,2018-02-05,1,Standard
sale,Dublin,Hollystown,11517122,2018-02-05,1,Premium
sale,Dublin,Ballsbridge,11524981,2018-02-06,1,Standard
sale,Dublin,Carrickmines,11642058,2018-02-06,3,Standard
sale,Dublin,Dalkey,11643960,2018-02-06,3,Standard
sale,Dublin,Hollystown,11517122,2018-02-06,1,Premium
sale,Dublin,Killiney,11472988,2018-02-06,1,Standard
sale,Dublin,Monkstown,11433173,2018-02-06,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-02-06,1,Standard
sale,Dublin,Sandycove,11633492,2018-02-07,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-02-07,2,Standard
sale,Dublin,Clonee,11414024,2018-02-08,1,Standard
sale,Dublin,Foxrock,11478887,2018-02-09,1,Standard
sale,Dublin,Killiney,11472988,2018-02-09,1,Standard
sale,Dublin,Monkstown,11433173,2018-02-09,1,Standard
sale,Dublin,Sandycove,11633492,2018-02-09,1,Standard
sale,Dublin,Shankill,11343292,2018-02-09,2,Standard
sale,Dublin,Carrickmines,11642058,2018-02-10,1,Standard
sale,Dublin,Cabinteely,11398552,2018-02-11,1,Standard
sale,Dublin,Carrickmines,11642058,2018-02-11,1,Standard
sale,Dublin,Clonee,11444720,2018-02-11,1,Standard
sale,Dublin,Dublin 2,11627980,2018-02-11,1,Standard
sale,Dublin,Sandycove,11633492,2018-02-11,1,Standard
sale,Dublin,Carrickmines,11642058,2018-02-12,2,Standard
sale,Dublin,Hollystown,11517122,2018-02-12,1,Premium
sale,Wicklow,Delgany,11627985,2018-02-12,1,Standard
sale,Dublin,Dalkey,11643960,2018-02-14,1,Standard
sale,Dublin,Monkstown,11433173,2018-02-14,1,Standard
sale,Dublin,Dalkey,11643960,2018-02-15,2,Standard
sale,Dublin,Carrickmines,11642058,2018-02-16,2,Standard
sale,Dublin,Carrickmines,11642058,2018-02-17,1,Standard
sale,Dublin,Killiney,11652056,2018-02-17,1,Standard
sale,Dublin,Malahide,11483809,2018-02-17,1,Standard
sale,Wicklow,Delgany,11627985,2018-02-17,1,Standard
sale,Dublin,Dalkey,11643960,2018-02-18,4,Standard
sale,Dublin,Carrickmines,11642058,2018-02-19,1,Standard
sale,Dublin,Malahide,11654329,2018-02-19,3,Standard
sale,Dublin,Dalkey,11643960,2018-02-20,1,Standard
sale,Dublin,Ballsbridge,11627989,2018-02-21,1,Standard
sale,Dublin,Cabinteely,11398552,2018-02-21,1,Standard
sale,Dublin,Clonee,11444720,2018-02-21,1,Standard
sale,Dublin,Carrickmines,11642058,2018-02-22,1,Standard
sale,Dublin,Rathfarnham,11536106,2018-02-22,1,Premium
sale,Meath,Clonee,11445097,2018-02-22,1,Standard
sale,Wicklow,Delgany,11627985,2018-02-22,1,Standard
sale,Dublin,Foxrock,11627987,2018-02-23,1,Standard
sale,Dublin,Ballsbridge,11657605,2018-02-24,1,Standard
sale,Dublin,Ballsbridge,11627988,2018-02-24,1,Standard
sale,Dublin,Hollystown,11517122,2018-02-25,1,Premium
sale,Dublin,Carrickmines,11642058,2018-02-26,2,Standard
sale,Dublin,Malahide,11483809,2018-02-26,1,Standard
sale,Dublin,Cabinteely,11398552,2018-02-28,2,Standard
sale,Dublin,Malahide,11659824,2018-02-28,1,Standard
sale,Dublin,Shankill,11654921,2018-02-28,1,Standard
sale,Wicklow,Delgany,11627985,2018-02-28,1,Standard
sale,Dublin,Dublin 2,11627980,2018-03-01,1,Standard
sale,Dublin,Cabinteely,11398552,2018-03-02,1,Standard
sale,Dublin,Malahide,11659824,2018-03-02,1,Standard
sale,Dublin,Clonee,11414024,2018-03-04,1,Standard
sale,Dublin,Clonee,11444720,2018-03-06,1,Standard
sale,Dublin,Hollystown,11517122,2018-03-06,1,Premium
sale,Wicklow,Delgany,11627985,2018-03-06,1,Standard
sale,Dublin,Carrickmines,11642058,2018-03-07,1,Standard
sale,Dublin,Hollystown,11517122,2018-03-07,1,Premium
sale,Dublin,Carrickmines,11642058,2018-03-08,1,Standard
sale,Dublin,Hollystown,11517122,2018-03-08,2,Premium
sale,Dublin,Monkstown,11433173,2018-03-08,1,Standard
sale,Dublin,Rathmichael,11478888,2018-03-08,3,Standard
sale,Dublin,Ballsbridge,11627989,2018-03-09,1,Standard
sale,Dublin,Clonee,11414024,2018-03-09,1,Standard
sale,Dublin,Ballsbridge,11627989,2018-03-11,1,Standard
sale,Dublin,Clonee,11444720,2018-03-11,1,Standard
sale,Dublin,Rathmichael,11478888,2018-03-11,3,Standard
sale,Dublin,Shankill,11654921,2018-03-11,1,Standard
sale,Dublin,Carrickmines,11642058,2018-03-12,1,Standard
sale,Dublin,Dalkey,11643960,2018-03-12,1,Standard
sale,Dublin,Malahide,11654329,2018-03-12,1,Standard
sale,Dublin,Dalkey,11643960,2018-03-13,5,Standard
sale,Dublin,Shankill,11343292,2018-03-13,1,Standard
sale,Wicklow,Delgany,11627985,2018-03-13,3,Standard
sale,Dublin,Ballsbridge,11657605,2018-03-14,1,Standard
sale,Dublin,Rathgar,11577203,2018-03-14,1,Standard
sale,Dublin,Malahide,11483809,2018-03-15,1,Standard
sale,Dublin,Monkstown,11433173,2018-03-15,1,Standard
sale,Dublin,Clonee,11444720,2018-03-16,1,Standard
sale,Dublin,Rathmichael,11478888,2018-03-16,1,Standard
sale,Dublin,Ballsbridge,11657605,2018-03-17,1,Standard
sale,Dublin,Dalkey,11643960,2018-03-17,1,Standard
sale,Dublin,Hollystown,11517122,2018-03-17,1,Premium
sale,Dublin,Clonee,11414024,2018-03-18,1,Standard
sale,Dublin,Dalkey,11643960,2018-03-18,2,Standard
sale,Dublin,Shankill,11654921,2018-03-18,1,Standard
sale,Dublin,Carrickmines,11642058,2018-03-19,1,Standard
sale,Meath,Slane,11668955,2018-03-20,1,Standard
sale,Dublin,Malahide,11673318,2018-03-21,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-03-21,1,Standard
sale,Dublin,Ballsbridge,11627988,2018-03-22,1,Standard
sale,Dublin,Hollystown,11517122,2018-03-22,1,Premium
sale,Dublin,Malahide,11673318,2018-03-22,3,Standard
sale,Dublin,Rathmichael,11478888,2018-03-23,1,Standard
sale,Dublin,Malahide,11673318,2018-03-24,1,Standard
sale,Dublin,Malahide,11674233,2018-03-24,1,Standard
sale,Dublin,Rathgar,11577203,2018-03-24,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-03-25,1,Standard
sale,Dublin,Malahide,11483809,2018-03-26,1,Premium
sale,Dublin,Malahide,11674233,2018-03-26,1,Standard
sale,Dublin,Malahide,11673318,2018-03-26,4,Standard
sale,Dublin,Hollystown,11517122,2018-03-27,1,Premium
sale,Dublin,Malahide,11673318,2018-03-27,1,Standard
sale,Dublin,Malahide,11674233,2018-03-27,2,Standard
sale,Meath,Slane,11668955,2018-03-27,1,Standard
sale,Dublin,Dalkey,11643960,2018-03-28,1,Standard
sale,Dublin,Rathmichael,11478888,2018-03-28,1,Standard
sale,Dublin,Ballsbridge,11524981,2018-03-29,1,Standard
sale,Dublin,Cabinteely,11398552,2018-03-29,1,Standard
sale,Meath,Clonee,11445098,2018-03-29,1,Standard
sale,Dublin,Carrickmines,11642058,2018-03-30,2,Standard
sale,Dublin,Dalkey,11643960,2018-03-30,1,Standard
sale,Dublin,Ballsbridge,11627989,2018-03-31,1,Standard
sale,Dublin,Carrickmines,11642058,2018-03-31,1,Standard
sale,Dublin,Rathmichael,11478888,2018-03-31,1,Standard
sale,Dublin,Sandycove,11633492,2018-04-01,1,Standard
sale,Dublin,Carrickmines,11642058,2018-04-02,1,Standard
sale,Dublin,Malahide,11673318,2018-04-02,1,Standard
sale,Dublin,Monkstown,11433173,2018-04-02,2,Standard
sale,Dublin,Ballsbridge,11627988,2018-04-03,1,Standard
sale,Dublin,Carrickmines,11642058,2018-04-03,1,Standard
sale,Dublin,Carrickmines,11642058,2018-04-04,1,Standard
sale,Dublin,Clonee,11444721,2018-04-04,1,Standard
sale,Meath,Slane,11668955,2018-04-04,1,Standard
sale,Dublin,Foxrock,11627987,2018-04-05,1,Standard
sale,Dublin,Glenageary,11683231,2018-04-05,2,Standard
sale,Dublin,Malahide,11674233,2018-04-05,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-04-05,1,Standard
sale,Dublin,Glenageary,11683231,2018-04-06,1,Standard
sale,Dublin,Rathmichael,11478888,2018-04-06,1,Standard
sale,Dublin,Shankill,11684728,2018-04-06,2,Standard
sale,Dublin,Dalkey,11643960,2018-04-07,1,Standard
sale,Dublin,Clonee,11444720,2018-04-08,1,Standard
sale,Dublin,Malahide,11674233,2018-04-09,1,Standard
sale,Dublin,Shankill,11684728,2018-04-10,2,Standard
sale,Dublin,Dublin 2,11627980,2018-04-11,1,Standard
sale,Dublin,Killiney,11652056,2018-04-11,1,Premium
sale,Dublin,Ballsbridge,11627988,2018-04-13,1,Standard
sale,Dublin,Dalkey,11643960,2018-04-13,1,Standard
sale,Dublin,Malahide,11674233,2018-04-13,1,Standard
sale,Dublin,Malahide,11673318,2018-04-13,1,Standard
sale,Dublin,Shankill,11684728,2018-04-13,1,Standard
sale,Dublin,Foxrock,11478887,2018-04-14,2,Standard
sale,Dublin,Hollystown,11517122,2018-04-14,1,Premium
sale,Dublin,Malahide,11674233,2018-04-14,1,Standard
sale,Dublin,Clonee,11444721,2018-04-15,1,Standard
sale,Dublin,Killiney,11668773,2018-04-15,1,Standard
sale,Dublin,Shankill,11684728,2018-04-15,2,Standard
sale,Kilkenny,Thomastown,11690281,2018-04-15,1,Standard
sale,Dublin,Glenageary,11683231,2018-04-16,1,Standard
sale,Dublin,Malahide,11674233,2018-04-16,2,Standard
sale,Dublin,Sandycove,11633492,2018-04-16,1,Standard
sale,Wicklow,Delgany,11627985,2018-04-16,1,Standard
sale,Dublin,Clonee,11444721,2018-04-17,1,Standard
sale,Dublin,Mount Merrion,11688706,2018-04-17,1,Standard
sale,Dublin,Shankill,11684728,2018-04-18,1,Standard
sale,Dublin,Clonee,11414024,2018-04-19,1,Standard
sale,Dublin,Dalkey,11643960,2018-04-19,1,Standard
sale,Dublin,Glenageary,11693891,2018-04-19,1,Standard
sale,Dublin,Malahide,11673318,2018-04-19,1,Standard
sale,Dublin,Sandycove,11633492,2018-04-19,1,Standard
sale,Dublin,Shankill,11343292,2018-04-19,1,Standard
sale,Dublin,Ballsbridge,11627989,2018-04-20,1,Standard
sale,Dublin,Clonee,11444720,2018-04-20,1,Standard
sale,Meath,Slane,11668955,2018-04-20,1,Standard
sale,Dublin,Ballsbridge,11673764,2018-04-21,1,Standard
sale,Dublin,Malahide,11659824,2018-04-21,1,Featured
sale,Dublin,Ranelagh,11693722,2018-04-21,1,Standard
sale,Meath,Clonee,11445101,2018-04-21,1,Premium
sale,Dublin,Shankill,11684728,2018-04-22,1,Standard
sale,Meath,Clonee,11445101,2018-04-22,1,Premium
sale,Meath,Slane,11668955,2018-04-22,1,Standard
sale,Wicklow,Delgany,11627985,2018-04-22,1,Standard
sale,Dublin,Shankill,11684728,2018-04-23,1,Standard
sale,Wicklow,Delgany,11627985,2018-04-23,1,Standard
sale,Dublin,Malahide,11654329,2018-04-24,2,Featured
sale,Kilkenny,Thomastown,11690281,2018-04-24,1,Standard
sale,Wicklow,Delgany,11627985,2018-04-24,1,Standard
sale,Dublin,Clonee,11414024,2018-04-25,1,Standard
sale,Dublin,Malahide,11674233,2018-04-25,1,Standard
sale,Dublin,Killiney,11699856,2018-04-26,1,Standard
sale,Dublin,Malahide,11674233,2018-04-26,1,Standard
sale,Dublin,Dalkey,11683232,2018-04-27,1,Standard
sale,Meath,Clonee,11445101,2018-04-27,2,Premium
sale,Wicklow,Brittas Bay,11627994,2018-04-27,1,Standard
sale,Dublin,Glenageary,11693891,2018-04-28,1,Standard
sale,Dublin,Malahide,11654329,2018-04-28,1,Featured
sale,Meath,Clonee,11445101,2018-04-28,1,Premium
sale,Meath,Slane,11668955,2018-04-29,1,Standard
sale,Dublin,Dalkey,11643960,2018-04-30,1,Standard
sale,Dublin,Killiney,11668773,2018-04-30,1,Standard
sale,Dublin,Shankill,11684728,2018-04-30,1,Standard
sale,Dublin,Glenageary,11683231,2018-05-01,1,Standard
sale,Wicklow,Brittas Bay,11627994,2018-05-01,1,Standard
sale,Dublin,Hollystown,11517122,2018-05-02,1,Premium
sale,Kilkenny,Thomastown,11690281,2018-05-02,1,Standard
sale,Dublin,Killiney,11472988,2018-05-03,1,Standard
sale,Dublin,Malahide,11654329,2018-05-03,1,Featured
sale,Dublin,Cabinteely,11398552,2018-05-04,1,Standard
sale,Dublin,Ballsbridge,11627989,2018-05-06,1,Standard
sale,Dublin,Ballsbridge,11673764,2018-05-07,1,Standard
sale,Dublin,Dublin 2,11627980,2018-05-07,1,Standard
sale,Dublin,Glenageary,11693891,2018-05-07,1,Standard
sale,Dublin,Dalkey,11643960,2018-05-09,1,Standard
sale,Dublin,Dublin 2,11627980,2018-05-09,1,Standard
sale,Dublin,Hollystown,11517122,2018-05-09,1,Premium
sale,Dublin,Killiney,11472988,2018-05-09,1,Standard
sale,Dublin,Malahide,11483809,2018-05-09,1,Premium
sale,Wicklow,Delgany,11627985,2018-05-09,1,Standard
sale,Dublin,Glenageary,11683231,2018-05-10,1,Standard
sale,Dublin,Malahide,11659824,2018-05-10,1,Featured
sale,Dublin,Ranelagh,11693722,2018-05-10,1,Standard
sale,Dublin,Ballsbridge,11708934,2018-05-11,1,Standard
sale,Dublin,Glenageary,11693891,2018-05-11,2,Standard
sale,Dublin,Dalkey,11643960,2018-05-12,1,Standard
sale,Dublin,Ranelagh,11693722,2018-05-12,1,Standard
sale,Dublin,Dalkey,11643960,2018-05-13,3,Standard
sale,Dublin,Malahide,11627236,2018-05-14,1,Standard
sale,Dublin,Malahide,11654329,2018-05-14,2,Featured
sale,Dublin,Shankill,11654921,2018-05-14,1,Standard
sale,Meath,Clonee,11445097,2018-05-14,1,Standard
sale,Dublin,Hollystown,11517122,2018-05-16,1,Premium
sale,Dublin,Malahide,11713242,2018-05-19,1,Standard
sale,Dublin,Ranelagh,11693722,2018-05-19,1,Standard
sale,Dublin,Malahide,11483809,2018-05-20,1,Premium
sale,Wicklow,Baltinglass,11723354,2018-05-21,1,Standard
sale,Dublin,Clonee,11444720,2018-05-22,1,Standard
sale,Dublin,Ballsbridge,11673764,2018-05-23,1,Standard
sale,Dublin,Hollystown,11517122,2018-05-23,1,Premium
sale,Wicklow,Baltinglass,11723354,2018-05-23,1,Standard
sale,Carlow,Carlow Town,11734158,2018-05-25,3,Standard
sale,Dublin,Killiney,11699856,2018-05-25,1,Standard
sale,Wicklow,Baltinglass,11723354,2018-05-25,1,Standard
sale,Carlow,Carlow Town,11734158,2018-05-26,5,Standard
sale,Dublin,Howth,11730417,2018-05-26,1,Premium
sale,Wicklow,Baltinglass,11723354,2018-05-26,1,Standard
sale,Carlow,Carlow Town,11734158,2018-05-27,3,Standard
sale,Dublin,Killiney,11699856,2018-05-27,1,Standard
sale,Dublin,Malahide,11654329,2018-05-27,1,Standard
sale,Dublin,Clonee,11414024,2018-05-28,1,Standard
sale,Dublin,Killiney,11699856,2018-05-28,1,Standard
sale,Dublin,Shankill,11684728,2018-05-28,1,Standard
sale,Carlow,Carlow Town,11734158,2018-05-29,1,Standard
sale,Dublin,Foxrock,11721365,2018-05-29,1,Standard
sale,Dublin,Malahide,11713242,2018-05-29,1,Premium
sale,Dublin,Sandycove,11633492,2018-05-29,1,Standard
sale,Meath,Clonee,11445101,2018-05-29,1,Premium
sale,Dublin,Blackrock,11526637,2018-05-30,1,Standard
sale,Dublin,Blackrock,11741392,2018-05-30,2,Standard
sale,Dublin,Howth,11730417,2018-05-30,1,Premium
sale,Wicklow,Delgany,11627985,2018-05-30,1,Standard
sale,Dublin,Clonee,11444720,2018-05-31,1,Premium
sale,Dublin,Glenageary,11546266,2018-05-31,2,Standard
sale,Dublin,Howth,11730417,2018-05-31,2,Premium
sale,Dublin,Rathgar,11721359,2018-05-31,1,Standard
sale,Dublin,Blackrock,11526637,2018-06-01,1,Standard
sale,Dublin,Hollystown,11517122,2018-06-01,1,Premium
sale,Dublin,Killiney,11652056,2018-06-01,1,Standard
sale,Wicklow,Baltinglass,11723354,2018-06-01,2,Standard
sale,Dublin,Ballsbridge,11721363,2018-06-02,2,Standard
sale,Dublin,Howth,11730417,2018-06-03,1,Premium
sale,Meath,Slane,11668955,2018-06-03,1,Standard
